season,season_formatted,team_id,team_name,conference,franchise_id,current_season_points,previous_season_points,change_in_points,current_season_rank,previous_season_rank,change_in_rank,conference_rank
2017,2017-18,10,Toronto Maple Leafs,Eastern,5,105,95,10,6,13,7,3
2017,2017-18,15,Washington Capitals,Eastern,24,105,118,-13,6,1,-5,3
2017,2017-18,30,Minnesota Wild,Western,37,101,106,-5,8,5,-3,4
2017,2017-18,24,Anaheim Ducks,Western,32,101,105,-4,8,6,-2,4
2017,2017-18,5,Pittsburgh Penguins,Eastern,17,100,111,-11,10,2,-8,5
2017,2017-18,28,San Jose Sharks,Western,29,100,99,1,10,10,0,6
2017,2017-18,4,Philadelphia Flyers,Eastern,16,98,88,10,12,19,7,6
2017,2017-18,26,Los Angeles Kings,Western,14,98,86,12,12,22,10,7
2017,2017-18,29,Columbus Blue Jackets,Eastern,36,97,108,-11,14,4,-10,7
2017,2017-18,1,New Jersey Devils,Eastern,23,97,70,27,14,27,13,7
2017,2017-18,13,Florida Panthers,Eastern,33,96,81,15,16,23,7,9
2017,2017-18,21,Colorado Avalanche,Western,27,95,48,47,17,30,13,8
2017,2017-18,19,St. Louis Blues,Western,18,94,99,-5,18,10,-8,9
2017,2017-18,25,Dallas Stars,Western,15,92,79,13,19,24,5,10
2017,2017-18,20,Calgary Flames,Western,21,84,94,-10,20,15,-5,11
2017,2017-18,12,Carolina Hurricanes,Eastern,26,83,87,-4,21,20,-1,10
2017,2017-18,2,New York Islanders,Eastern,22,80,94,-14,22,15,-7,11
2017,2017-18,22,Edmonton Oilers,Western,25,78,103,-25,23,7,-16,12
2017,2017-18,3,New York Rangers,Eastern,10,77,102,-25,24,9,-15,12
2017,2017-18,16,Chicago Blackhawks,Western,11,76,109,-33,25,3,-22,13
2017,2017-18,17,Detroit Red Wings,Eastern,12,73,79,-6,26,24,-2,13
2017,2017-18,23,Vancouver Canucks,Western,20,73,69,4,26,29,3,14
2017,2017-18,8,Montréal Canadiens,Eastern,1,71,103,-32,28,7,-21,14
2017,2017-18,53,Arizona Coyotes,Western,28,70,70,0,29,27,-2,15
2017,2017-18,9,Ottawa Senators,Eastern,30,67,98,-31,30,12,-18,15
2017,2017-18,7,Buffalo Sabres,Eastern,19,62,78,-16,31,26,-5,16
2018,2018-19,14,Tampa Bay Lightning,Eastern,31,128,113,15,1,3,2,1
2018,2018-19,6,Boston Bruins,Eastern,6,107,112,-5,2,4,2,2
2018,2018-19,20,Calgary Flames,Western,21,107,84,23,2,20,18,1
2018,2018-19,15,Washington Capitals,Eastern,24,104,105,-1,4,6,2,3
2018,2018-19,2,New York Islanders,Eastern,22,103,80,23,5,22,17,4
2018,2018-19,28,San Jose Sharks,Western,29,101,100,1,6,10,4,2
2018,2018-19,10,Toronto Maple Leafs,Eastern,5,100,105,-5,7,6,-1,5
2018,2018-19,18,Nashville Predators,Western,34,100,117,-17,7,1,-6,3
2018,2018-19,5,Pittsburgh Penguins,Eastern,17,100,100,0,7,10,3,5
2018,2018-19,12,Carolina Hurricanes,Eastern,26,99,83,16,10,21,11,7
2018,2018-19,19,St. Louis Blues,Western,18,99,94,5,10,18,8,4
2018,2018-19,52,Winnipeg Jets,Western,35,99,114,-15,10,2,-8,4
2018,2018-19,29,Columbus Blue Jackets,Eastern,36,98,97,1,13,14,1,8
2018,2018-19,8,Montréal Canadiens,Eastern,1,96,71,25,14,28,14,9
2018,2018-19,25,Dallas Stars,Western,15,93,92,1,15,19,4,6
2018,2018-19,54,Vegas Golden Knights,Western,38,93,109,-16,15,5,-10,6
2018,2018-19,21,Colorado Avalanche,Western,27,90,95,-5,17,17,0,8
2018,2018-19,53,Arizona Coyotes,Western,28,86,70,16,18,29,11,9
2018,2018-19,13,Florida Panthers,Eastern,33,86,96,-10,18,16,-2,10
2018,2018-19,16,Chicago Blackhawks,Western,11,84,76,8,20,25,5,10
2018,2018-19,30,Minnesota Wild,Western,37,83,101,-18,21,8,-13,11
2018,2018-19,4,Philadelphia Flyers,Eastern,16,82,98,-16,22,12,-10,11
2018,2018-19,23,Vancouver Canucks,Western,20,81,73,8,23,26,3,12
2018,2018-19,24,Anaheim Ducks,Western,32,80,101,-21,24,8,-16,13
2018,2018-19,22,Edmonton Oilers,Western,25,79,78,1,25,23,-2,14
2018,2018-19,3,New York Rangers,Eastern,10,78,77,1,26,24,-2,12
2018,2018-19,7,Buffalo Sabres,Eastern,19,76,62,14,27,31,4,13
2018,2018-19,17,Detroit Red Wings,Eastern,12,74,73,1,28,26,-2,14
2018,2018-19,1,New Jersey Devils,Eastern,23,72,97,-25,29,14,-15,15
2018,2018-19,26,Los Angeles Kings,Western,14,71,98,-27,30,12,-18,15
2018,2018-19,9,Ottawa Senators,Eastern,30,64,67,-3,31,30,-1,16
2019,2019-20,6,Boston Bruins,Eastern,6,100,107,-7,1,2,1,1
2019,2019-20,19,St. Louis Blues,Western,18,94,99,-5,2,10,8,1
2019,2019-20,14,Tampa Bay Lightning,Eastern,31,92,128,-36,3,1,-2,2
2019,2019-20,21,Colorado Avalanche,Western,27,92,90,2,3,17,14,2
2019,2019-20,15,Washington Capitals,Eastern,24,90,104,-14,5,4,-1,3
2019,2019-20,4,Philadelphia Flyers,Eastern,16,89,82,7,6,22,16,4
2019,2019-20,54,Vegas Golden Knights,Western,38,86,93,-7,7,15,8,3
2019,2019-20,5,Pittsburgh Penguins,Eastern,17,86,100,-14,7,7,0,5
2019,2019-20,22,Edmonton Oilers,Western,25,83,79,4,9,25,16,4
2019,2019-20,25,Dallas Stars,Western,15,82,93,-11,10,15,5,5
2019,2019-20,10,Toronto Maple Leafs,Eastern,5,81,100,-19,11,7,-4,6
2019,2019-20,12,Carolina Hurricanes,Eastern,26,81,99,-18,11,10,-1,6
2019,2019-20,29,Columbus Blue Jackets,Eastern,36,81,98,-17,11,13,2,6
2019,2019-20,52,Winnipeg Jets,Western,35,80,99,-19,14,10,-4,6
2019,2019-20,2,New York Islanders,Eastern,22,80,103,-23,14,5,-9,9
2019,2019-20,3,New York Rangers,Eastern,10,79,78,1,16,26,10,10
2019,2019-20,20,Calgary Flames,Western,21,79,107,-28,16,2,-14,7
2019,2019-20,23,Vancouver Canucks,Western,20,78,81,-3,18,23,5,8
2019,2019-20,13,Florida Panthers,Eastern,33,78,86,-8,18,18,0,11
2019,2019-20,18,Nashville Predators,Western,34,78,100,-22,18,7,-11,8
2019,2019-20,30,Minnesota Wild,Western,37,77,83,-6,21,21,0,10
2019,2019-20,53,Arizona Coyotes,Western,28,74,86,-12,22,18,-4,11
2019,2019-20,16,Chicago Blackhawks,Western,11,72,84,-12,23,20,-3,12
2019,2019-20,8,Montréal Canadiens,Eastern,1,71,96,-25,24,14,-10,12
2019,2019-20,7,Buffalo Sabres,Eastern,19,68,76,-8,25,27,2,13
2019,2019-20,1,New Jersey Devils,Eastern,23,68,72,-4,25,29,4,13
2019,2019-20,24,Anaheim Ducks,Western,32,67,80,-13,27,24,-3,13
2019,2019-20,26,Los Angeles Kings,Western,14,64,71,-7,28,30,2,14
2019,2019-20,28,San Jose Sharks,Western,29,63,101,-38,29,6,-23,15
2019,2019-20,9,Ottawa Senators,Eastern,30,62,64,-2,30,31,1,15
2019,2019-20,17,Detroit Red Wings,Eastern,12,39,74,-35,31,28,-3,16
2020,2020-21,21,Colorado Avalanche,Western,27,82,92,-10,1,3,2,1
2020,2020-21,54,Vegas Golden Knights,Western,38,82,86,-4,1,7,6,1
2020,2020-21,12,Carolina Hurricanes,Eastern,26,80,81,-1,3,11,8,1
2020,2020-21,13,Florida Panthers,Eastern,33,79,78,1,4,18,14,2
2020,2020-21,5,Pittsburgh Penguins,Eastern,17,77,86,-9,5,7,2,3
2020,2020-21,10,Toronto Maple Leafs,Eastern,5,77,81,-4,5,11,6,3
2020,2020-21,15,Washington Capitals,Eastern,24,77,90,-13,5,5,0,3
2020,2020-21,14,Tampa Bay Lightning,Eastern,31,75,92,-17,8,3,-5,6
2020,2020-21,30,Minnesota Wild,Western,37,75,77,-2,8,21,13,3
2020,2020-21,6,Boston Bruins,Eastern,6,73,100,-27,10,1,-9,7
2020,2020-21,22,Edmonton Oilers,Western,25,72,83,-11,11,9,-2,4
2020,2020-21,2,New York Islanders,Eastern,22,71,80,-9,12,14,2,8
2020,2020-21,18,Nashville Predators,Western,34,64,78,-14,13,18,5,5
2020,2020-21,19,St. Louis Blues,Western,18,63,94,-31,14,2,-12,6
2020,2020-21,52,Winnipeg Jets,Western,35,63,80,-17,14,14,0,6
2020,2020-21,3,New York Rangers,Eastern,10,60,79,-19,16,16,0,9
2020,2020-21,25,Dallas Stars,Western,15,60,82,-22,16,10,-6,8
2020,2020-21,8,Montréal Canadiens,Eastern,1,59,71,-12,18,24,6,10
2020,2020-21,4,Philadelphia Flyers,Eastern,16,58,89,-31,19,6,-13,11
2020,2020-21,16,Chicago Blackhawks,Western,11,55,72,-17,20,23,3,9
2020,2020-21,20,Calgary Flames,Western,21,55,79,-24,20,16,-4,9
2020,2020-21,53,Arizona Coyotes,Western,28,54,74,-20,22,22,0,11
2020,2020-21,9,Ottawa Senators,Eastern,30,51,62,-11,23,30,7,12
2020,2020-21,23,Vancouver Canucks,Western,20,50,78,-28,24,18,-6,12
2020,2020-21,28,San Jose Sharks,Western,29,49,63,-14,25,29,4,13
2020,2020-21,26,Los Angeles Kings,Western,14,49,64,-15,25,28,3,13
2020,2020-21,17,Detroit Red Wings,Eastern,12,48,39,9,27,31,4,13
2020,2020-21,29,Columbus Blue Jackets,Eastern,36,48,81,-33,27,11,-16,13
2020,2020-21,1,New Jersey Devils,Eastern,23,45,68,-23,29,25,-4,15
2020,2020-21,24,Anaheim Ducks,Western,32,43,67,-24,30,27,-3,15
2020,2020-21,7,Buffalo Sabres,Eastern,19,37,68,-31,31,25,-6,16
2021,2021-22,13,Florida Panthers,Eastern,33,122,79,43,1,4,3,1
2021,2021-22,21,Colorado Avalanche,Western,27,119,82,37,2,1,-1,1
2021,2021-22,12,Carolina Hurricanes,Eastern,26,116,80,36,3,3,0,2
2021,2021-22,10,Toronto Maple Leafs,Eastern,5,115,77,38,4,5,1,3
2021,2021-22,30,Minnesota Wild,Western,37,113,75,38,5,8,3,2
2021,2021-22,20,Calgary Flames,Western,21,111,55,56,6,20,14,3
2021,2021-22,14,Tampa Bay Lightning,Eastern,31,110,75,35,7,8,1,4
2021,2021-22,3,New York Rangers,Eastern,10,110,60,50,7,16,9,4
2021,2021-22,19,St. Louis Blues,Western,18,109,63,46,9,14,5,4
2021,2021-22,6,Boston Bruins,Eastern,6,107,73,34,10,10,0,6
2021,2021-22,22,Edmonton Oilers,Western,25,104,72,32,11,11,0,5
2021,2021-22,5,Pittsburgh Penguins,Eastern,17,103,77,26,12,5,-7,7
2021,2021-22,15,Washington Capitals,Eastern,24,100,77,23,13,5,-8,8
2021,2021-22,26,Los Angeles Kings,Western,14,99,49,50,14,25,11,6
2021,2021-22,25,Dallas Stars,Western,15,98,60,38,15,16,1,7
2021,2021-22,18,Nashville Predators,Western,34,97,64,33,16,13,-3,8
2021,2021-22,54,Vegas Golden Knights,Western,38,94,82,12,17,1,-16,9
2021,2021-22,23,Vancouver Canucks,Western,20,92,50,42,18,24,6,10
2021,2021-22,52,Winnipeg Jets,Western,35,89,63,26,19,14,-5,11
2021,2021-22,2,New York Islanders,Eastern,22,84,71,13,20,12,-8,9
2021,2021-22,29,Columbus Blue Jackets,Eastern,36,81,48,33,21,27,6,10
2021,2021-22,28,San Jose Sharks,Western,29,77,49,28,22,25,3,12
2021,2021-22,24,Anaheim Ducks,Western,32,76,43,33,23,30,7,13
2021,2021-22,7,Buffalo Sabres,Eastern,19,75,37,38,24,31,7,11
2021,2021-22,17,Detroit Red Wings,Eastern,12,74,48,26,25,27,2,12
2021,2021-22,9,Ottawa Senators,Eastern,30,73,51,22,26,23,-3,13
2021,2021-22,16,Chicago Blackhawks,Western,11,68,55,13,27,20,-7,14
2021,2021-22,1,New Jersey Devils,Eastern,23,63,45,18,28,29,1,14
2021,2021-22,4,Philadelphia Flyers,Eastern,16,61,58,3,29,19,-10,15
2021,2021-22,55,Seattle Kraken,Western,39,60,0,0,30,0,0,15
2021,2021-22,53,Arizona Coyotes,Western,28,57,54,3,31,22,-9,16
2021,2021-22,8,Montréal Canadiens,Eastern,1,55,59,-4,32,18,-14,16
